Filename;ActivityName;Location;ReferenceProduct
0f308d9f-f60b-4374-ba46-71bdacd48d7a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from RO;BG;electricity, high voltage
0f33b6b9-ffd7-4e4f-9e09-d8b1f80670ff_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from triple superphosphate;RoW;inorganic phosphorus fertiliser, as P2O5
0f353d44-030e-47cb-b208-77139fdcef07_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-YN;electricity, high voltage
0f3b4492-4d70-4758-8672-6322ffde86c2_ed56bc72-4186-40ab-a961-b8c0b49b64c8.spold;market for manure, solid, cattle;GLO;manure, solid, cattle
0f3e4b2a-23b6-4846-aa50-f5927fe01dc4_71e296f1-2f6d-481a-87ed-e0eac085054d.spold;market for acrylonitrile-butadiene-styrene copolymer;GLO;acrylonitrile-butadiene-styrene copolymer
0f414eab-478e-4b52-acd6-715d78a99f78_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;KR;electricity, high voltage
0f43853f-8e12-49ec-9841-8b5dc1013b57_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;IN-Eastern grid;electricity, low voltage
0f442e92-0793-4938-af81-3018d8b3ab86_9548417c-f3ce-4c10-97dd-8c5046eaa504.spold;sodium hydrogen sulfite production;RER;sodium hydrogen sulfite
0f4865ea-2a24-4783-b9ee-e5a84b8607d3_cee6769c-ac58-45d5-9597-de2569031d74.spold;treatment of waste paint, sanitary landfill;RoW;waste paint
0f4b290d-e025-4507-9ab4-9a8a6223d697_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;MA;electricity, medium voltage
0f4e3ec8-d2d8-40e9-8a8c-d1088da790ac_5060225e-6ea5-4842-90d0-a1971c92dfc5.spold;mango seedling production, for planting;RoW;mango seedling, for planting
0f4e7d2b-5727-4b54-9fbd-1980cffdeab0_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;AU;electricity, high voltage
0f518797-fa1b-40e8-ad88-e476dbe09777_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CA-MB;CA-ON;electricity, high voltage
0f560930-edf6-4ee5-b9a9-a18ec20910d6_06eb6d76-0ac1-5ba6-aa9b-6b0228e0dd96.spold;base oil production, petroleum refinery operation;ZA;base oil
0f59a0bb-c455-4e86-bfbc-605d617d6dab_13f4bda2-1e95-40e5-9f1e-97feb2142cd0.spold;printing ink production, offset, product in 47.5% solution state;RER;printing ink, offset, without solvent, in 47.5% solution state
0f5a1a71-2e0b-48ac-aac1-ca95ce66dda9_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;BR-TO;land use change, perennial crop
0f5cc8de-fa14-4c74-8538-22e3cf2d9eb9_5b977c6a-8ee4-4b13-ba32-1abee8961826.spold;market for concrete, 25-30MPa;IN;concrete, 25-30MPa
0f5ea0af-a64a-4957-ad63-37e79792ee0f_5012b3d2-72fb-40ca-ae1f-1f471bc3b36a.spold;market for batch dyeing, fibre, cotton;GLO;batch dyeing, fibre, cotton
0f659e11-3e47-483b-a19f-fc145a4d5176_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;US-SERC;electricity, low voltage
0f673274-03ff-4f7f-819f-bf8bfd520b36_e75d41fd-587d-471c-a7c4-04fe1e4c8851.spold;wastewater treatment facility construction, capacity 1.1E10l/year;RoW;wastewater treatment facility, capacity 1.1E10l/year
0f681d38-8a27-411f-9058-cfda05b209d3_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;PE;waste plastic, mixture
0f68c710-3c79-4729-8fcd-3130d51e7ee9_e180c07f-fa94-4f7c-8a2f-32cb78f52bd6.spold;petrol, unleaded, import from RoW;CO;petrol, unleaded
0f68d053-244b-4e79-ba45-83c7a8de3660_49719318-578e-40fe-b359-0780c8df9221.spold;market for cattle for slaughtering, live weight;RoW;cattle for slaughtering, live weight
0f6bd416-b348-4826-87d9-118455075e7f_030944cf-3547-4c0a-9966-43e937518207.spold;market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state;GLO;machine operation, diesel, >= 18.64 kW and < 74.57 kW, steady-state
0f6d0fb8-72b7-4ca3-a776-9dfd02fa2188_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;IQ;electricity, low voltage
0f71993b-26c7-4b8d-bbe8-dad89b45be5e_0b0a4567-b987-4ad6-a338-7c282bd9eb14.spold;dimethyl malonate production;RER;dimethyl malonate
0f74919d-e146-43ee-aac5-0596c429b820_a7dee235-cd6e-415d-843e-db3eb8440071.spold;gravel/sand quarry construction;RoW;gravel/sand quarry infrastructure
0f762cc6-70d0-4ab2-8ebe-092272b4dd4e_c5becf71-fc41-4921-9a9e-b6b700e0408b.spold;waste collection lorry production, 21 metric ton;CH;waste collection lorry, 21 metric ton
0f765407-ee40-4891-a244-396428e26b9a_eb002431-2e1f-4b72-91d8-9a4bb6b17c0b.spold;copper smelting facility construction;SE;copper smelting facility
0f7aa73e-5ffd-4993-bf0b-e31b4a9503c5_eb266390-532c-4f14-ba91-a1e1b688cf5c.spold;concrete, all types to generic market for concrete, medium strength;RoW;concrete, medium strength
0f7d64b0-2d71-4d47-a0d3-53306a8425a4_c19931b7-1e62-4628-a0b5-f23ffa6ad5b4.spold;market for gypsum fibreboard;GLO;gypsum fibreboard
0f806328-c6de-4817-a84f-c2469675b5b0_089f5c04-e340-42c4-bf9c-e8ec6174443a.spold;2-nitroaniline production;RoW;2-nitroaniline
0f812fc7-d6e8-47b3-bed8-a0c2cdc18459_1c17413f-82b0-4ddb-beef-63854b1a8e1f.spold;treatment of waste bulk iron, excluding reinforcement, sorting plant;CH;waste bulk iron, excluding reinforcement
0f843221-a1c9-4965-8d25-fd6a7ed34e2d_945799a7-46e7-46cf-94b1-6967553434a3.spold;electric bicycle production;RoW;electric bicycle
0f89b6da-b00e-4958-a611-8e8c0ca92ae0_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;SG;electricity, low voltage
0f8ceb9c-2e08-4414-a4f7-07599e4b371f_0d3eda5a-4601-4573-9549-0701c459ab88.spold;market for hard coal;Europe, without Russia and Turkey;hard coal
0f8d2491-90ec-4420-976a-45cd63552f2c_8c7dd9ee-4962-4ae3-9c3a-8fb58def93ae.spold;nitrobenzene production;RER;nitrobenzene
0f90d6bb-1638-43be-9e22-3e8f1c8b832a_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;deep well drilling, for deep geothermal power;CR;deep well, drilled, for geothermal power
0f92f8f8-a9ac-4fdf-8619-f6c8b886ed0d_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;electricity production, hydro, aluminium industry;CN;electricity, high voltage, aluminium industry
0f98e8a8-4fd5-4856-a872-0b2cc2606cd2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;clear-cutting, secondary forest to arable land, perennial crop;PH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
0f99a949-5487-41e5-a9f8-d6d1da1154a1_915500af-3702-4039-8ea7-005a5f84cd2d.spold;bentonite quarry construction;DE;bentonite quarry infrastructure
0f9ba32d-76e9-479e-bdd2-b9af90e687bf_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;ES;electricity, high voltage
0f9ca0b8-fa2b-4869-8101-2c72450731ca_b7667b06-c667-481c-8718-bfbdfcd20d94.spold;market for scrap tin sheet;CH;scrap tin sheet
0fa12e82-fcc3-494f-bf41-52c372bee2ab_6ab2abde-801d-45a3-8ea3-455d0f01c3f4.spold;market for water, decarbonised;CA;water, decarbonised
0fa1b21d-453e-461e-85ae-8db83c834acd_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;RU;electricity, high voltage
0fab146a-04ce-4c98-9564-5515dacc9fc5_1456f165-52a4-47f3-a5c3-e13dfb13626d.spold;lignite mine operation;RoW;lignite
0fabb14c-85c8-4488-96d3-5d08151fb444_44519c79-bf77-4775-a69e-182d26b1f7d5.spold;rape seed production, Swiss integrated production, intensive;CH;rape seed, Swiss integrated production
0fbeffc0-d567-4571-83c0-89f564da9dac_0930efae-d130-40c6-95bf-8e4966913dc8.spold;polystyrene production, extruded, CO2 blown;CA-QC;polystyrene, extruded
0fc45b90-3ba2-46dd-b57b-2789ca82fa51_aa0f0057-073d-55b7-918d-e4d6bed420f3.spold;market for NPK (15-15-15) fertiliser;RoW;NPK (15-15-15) fertiliser
0fc4d614-2873-468e-9a7b-2984d16166d1_eb211196-8882-4baf-9113-31229f23e6aa.spold;treatment of waste cement-fibre slab, collection for final disposal;CH;waste cement-fibre slab
0fc5800d-cdde-4942-ae6e-bb2ab213e105_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;land already in use, perennial cropland to forest, intensive;BR-PR;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
0fd25342-0680-40a7-9790-baa2f54a58b6_32af2447-4a20-428b-8ca3-6e311de7cd26.spold;agricultural trailer production;CH;agricultural trailer
0fd4dbe2-44d0-465a-a663-e758c463342c_bfdc2268-b9c4-462a-8971-4503ffdfbaf3.spold;market for composting facility, open;GLO;composting facility, open
0fdbce96-34d9-41e0-9664-ff66084479b9_76730140-7a50-4f70-9149-14955181310e.spold;market for paper mill, integrated;GLO;paper mill, integrated
0fdd44c7-7d07-4ca0-ab59-80b8cde595d8_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;DE;inorganic nitrogen fertiliser, as N
0fdd8f61-2034-4380-bf56-87c432cf58d9_a95b9d49-4114-40c6-9929-0c6c79db22d1.spold;market for nickel concentrate, 16% Ni;GLO;nickel concentrate, 16% Ni
0fe1281c-0ed1-422e-b3b7-70cc756b39e9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e.spold;market for compressed air, 600 kPa gauge;RER;compressed air, 600 kPa gauge
0fe34dd7-daf4-4635-88e3-952f59a2fe68_fcc9ea85-a718-5c23-89ae-7af3b2584dcc.spold;sulfamic acid production;GLO;sulfamic acid
0fe7f906-7db6-4846-90f8-ed34a1eee02a_5cb475d3-4cfa-432f-853b-c4b5254dc7e8.spold;uranium production, centrifuge, enriched 4.0%;RU;uranium, enriched 4.0%, per separative work unit
0fe9252f-72b0-4631-b166-8462cefe7f4a_ef27b642-5afe-52be-a9d0-0d6a0febcdd6.spold;gluing mill construction;RoW;gluing mill
0feb8de2-4f27-4844-a8a0-6aadded5da6c_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;BR-AC;land tenure, arable land, measured as carbon net primary productivity, perennial crop
0fec436b-4519-4bf1-85b9-78d7a659b7bd_7b8b6416-68c0-4f2d-ad8a-f1177a132064.spold;market for lime, hydraulic;RoW;lime, hydraulic
0ff48978-51f3-49a9-9261-c0f89ec1864b_8ddc8009-4733-49e9-8a4e-a1081d05eb8b.spold;transport, freight, lorry >32 metric ton, EURO1;BR;transport, freight, lorry >32 metric ton, EURO1
0ffe2bb6-a008-4fc8-83d1-f41502a0230b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from VN;KH;electricity, high voltage
0fff976b-6101-4ed2-b73d-cce650618d61_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CA-SK;US-MRO;electricity, high voltage
1000b933-63ca-4b89-9844-aa2654a814c3_1f41586d-0d8a-4c7c-8473-dd8351bab538.spold;market for clinker;PE;clinker
10038695-2848-4314-9cbf-62728e5ebe68_e7f3cc01-e67c-5d20-8254-6786322c0c77.spold;market for blast furnace sludge, for recovery;RoW;blast furnace sludge, for recovery
10045e3f-4632-4146-bbed-47f833df6afc_b9d163af-230d-4a54-a9e0-27f894dc8c2a.spold;market for acrylic acid;RER;acrylic acid
10091bb1-26df-4c29-b1c4-a98ddb365418_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;GB;electricity, low voltage
100ce6b7-a465-43ff-9716-cb5403c6e42b_fdc5597b-6520-401e-a4a4-f76dedf2a1c7.spold;helicopter production;GLO;helicopter
100daa17-c491-4a73-8c6d-b87001e5412e_14bf310d-069a-4d84-a98e-da3a7b1a6cde.spold;nuclear power plant construction, pressure water reactor, 1000MW;US;nuclear power plant, pressure water reactor, 1000MW
100f0387-1360-4fa5-808b-ee809a7f7207_417c60d9-6bb9-4362-976c-4a70d25a46aa.spold;uranium production, centrifuge, enriched 4.2%;RoW;uranium, enriched 4.2%, per separative work unit
101073c6-e801-466a-8402-b3e203bb443c_e0fa57e8-c934-4732-a489-970da0eec28d.spold;market for spent anion exchange resin from potable water production;RoW;spent anion exchange resin from potable water production
101226bb-aaee-4c09-a671-02061f46e3f6_3a90b63b-1cab-49e0-91f2-0b918c82b925.spold;market for used air filter in exhaust air valve;RoW;used air filter in exhaust air valve
101eb395-cdc1-4448-9ed8-c3aeea154641_8f5d26e5-ea22-432f-93e5-362a6df5ec66.spold;powertrain production, for electric scooter;GLO;powertrain, for electric scooter
10215a45-e310-4d5c-873a-165f8f28ec27_81080eb5-68db-4ba3-b75a-de1d4eb65158.spold;oil boiler production, 100kW;CH;oil boiler, 100kW
10263cf2-8ebe-4919-84c4-058e48265551_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;UA;heat, district or industrial, natural gas
10263cf2-8ebe-4919-84c4-058e48265551_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;UA;electricity, high voltage
102944dd-e7f0-4b9f-b313-bf4ddf21ab86_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;PH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
1029eb15-6d09-45eb-8e9c-ad9c8df529a1_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;market for waste polyethylene terephthalate;PT;waste polyethylene terephthalate
102c4bdb-8201-4fa2-8157-43e7c360bd00_a34f9438-680b-4cb0-8fc3-2462bb902a8f.spold;chromium steel milling, dressing;RoW;chromium steel removed by milling, dressing
103c4192-db83-43b9-ad78-28951a38123a_97165d99-f445-4b78-8ec8-e145ecd787f4.spold;softwood forestry, pine, sustainable forest management;RoW;bundle, energy wood, measured as dry mass
103e1149-ccd1-4cd7-aa31-4fefd42bec2e_df2b8e39-d691-4f6b-8c9c-4c7a737d0b0b.spold;millet production;RoW;millet
103e4a08-9d68-421f-ae56-207b160d442c_e31efe33-e07e-4f56-ab66-08b13bd19d37.spold;sugarcane production;RoW;sugarcane
1040a140-197b-409b-9a51-2116ec7e1fc5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from PT;ES;electricity, high voltage
104949e7-50cb-47af-b669-b091165170c2_75edc073-be76-5bc1-82a1-7be1ce500aaa.spold;market for land use change, forest, intensive;BR-SP;land use change, forest, intensive
104abc6e-692e-411b-a952-8e502373b3e3_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;clear-cutting, grassland to arable land, pasture, man made;BR-MA;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
10542713-a4df-4849-94ac-d96c5df3cff6_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, 200kW electrical, lean burn;RoW;heat, district or industrial, natural gas
10542713-a4df-4849-94ac-d96c5df3cff6_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, 200kW electrical, lean burn;RoW;electricity, high voltage
1058c210-278f-451e-b3d0-976c7b632e74_abe39906-f4b7-447d-a8cb-1d7ab01add84.spold;cast iron drilling, conventional;RER;cast iron removed by drilling, conventional
105930c1-60ab-4c49-87c6-fa12e170f4fc_b909dee2-76bd-4eae-87d5-fc831390f99b.spold;market for transport, freight, lorry >32 metric ton, EURO3;RER;transport, freight, lorry >32 metric ton, EURO3
105e8103-4e64-4b5b-8cd0-b31db7c28e21_775234b1-0e93-4cdb-9cd2-db60577e1a5a.spold;solar collector system installation, evacuated tube collector, one-family house, combined system;CH;solar collector system, with evacuated tube collector, one-family house, combined system
105f0b80-ef54-48e9-9a42-a73697d3feb3_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;AR;inorganic nitrogen fertiliser, as N
105ff50b-cd0f-4554-b560-0c03f7c5fa80_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from CA-QC;CA-NB;electricity, high voltage
1066e698-cf05-46af-8ea3-1e27ba69ccbc_76ab0018-e176-43e0-b42c-12e82b937fef.spold;concrete production, 30MPa, ready-mix, exposure class XC3;RoW;hard coal ash
107093a4-0019-4da4-86ac-ff08f774fd16_475e90d0-9d93-4baa-b5ac-c30966c74554.spold;market for nickel-rich materials;GLO;nickel-rich materials
107377fc-1f78-4b49-a911-60890804592a_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, grassland to arable land, annual crop;BR-MA;land tenure, arable land, measured as carbon net primary productivity, annual crop
108d130d-638a-446a-adea-399e2b9cf872_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;KR;heat, district or industrial, other than natural gas
1090b7e7-51b5-4e2d-98b0-089e72a80383_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;ME;waste polyethylene
10910655-165e-4105-925f-19e262987e5e_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, off-shore;GB;natural gas, high pressure
10977e38-835d-4f8e-8f18-b05ff5214d2c_659981bd-1a5f-4e8c-8208-6e0e7f935332.spold;market for transport, pipeline, onshore, petroleum;RER;transport, pipeline, onshore, petroleum
1097f24c-0a3e-424b-aa79-723aea2b9135_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;CA;land tenure, arable land, measured as carbon net primary productivity, annual crop
10a3bd6d-386b-411a-a7b5-d9981631c49e_6091f125-619d-40df-b73e-a7b8c6692380.spold;market for malusil;GLO;malusil
10a6a93a-323e-438e-9da1-f43dbac54a40_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;treatment of waste glass, unsanitary landfill, wet infiltration class (500mm);GLO;waste glass
10ad9ddd-c7ed-4c91-8dd7-cb49f6fb1edb_8a309022-83ff-455f-a0bd-17edef16b064.spold;market for refrigerant R134a;GLO;refrigerant R134a
10b6fedf-cbc8-41f8-85e4-4c64d5a8a93f_7a2ec781-6849-4167-8a9a-3e1221f3f543.spold;impact extrusion of steel, warm, 4 strokes;RoW;impact extrusion of steel, warm, 4 strokes
10b88805-455e-4688-884e-dd9c64f721f8_de2715c2-36f5-433f-9aa1-0f1177c37690.spold;glass tube production, borosilicate;DE;glass tube, borosilicate
10ba1a02-f19b-42d5-9532-d1c099d7a11d_4e758deb-57bd-45c6-96f6-9b4d25ba7a60.spold;market for waste paint on metal;CH;waste paint on metal
10bb9b72-b0ba-4f0e-9391-c2793d7a82f8_2078f291-646e-48ee-b5d3-a5f6d69a8655.spold;electrolysis of magnesium chloride, from titanium sponge production;RoW;chlorine, for reuse in titanium tetrachloride production
10bb9b72-b0ba-4f0e-9391-c2793d7a82f8_bef7d0b3-c9d9-46db-a67d-2c9e550f2c12.spold;electrolysis of magnesium chloride, from titanium sponge production;RoW;magnesium, for reuse in titanium sponge production
10c65d4c-dc8b-461a-b33e-05ecb4207015_b14d767b-e563-4b91-9ddd-d78089c32e89.spold;market for gallium, in Bayer liquor from aluminium production;GLO;gallium, in Bayer liquor from aluminium production
10c9baf5-5103-4ea7-be12-5ccc5343efeb_79b268ec-9d31-41d2-9bc0-fb12ae0d39fc.spold;cocoa bean production, sun-dried;GH;cocoa bean
10ca889a-cccb-44a1-8d8c-7abfb4d0cc5d_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;CA;inorganic nitrogen fertiliser, as N
10ca8e51-d889-4c26-9ca6-c5eb3a9f2c0a_6f4bede8-f885-499c-8ac9-6832e35d9d16.spold;ammonium sulfate production;RER;ammonium sulfate
10ca9414-222d-45b4-8d33-6b8a9ee3a54d_894067ef-403f-4e39-9852-e399a84afa21.spold;purse seiner maintenance, wood;RoW;purse seiner maintenance, wood
10cd7bfa-8ada-4c5e-aa7d-5cf3663a1400_d13ae29b-7d6a-55d2-8380-86343a80fed8.spold;market for waste polyethylene terephthalate, for recycling, unsorted;CH;waste polyethylene terephthalate, for recycling, unsorted
10d32fbe-80e8-4c06-9136-00c627bccb8f_10d4f2e3-6343-4ea1-a721-86c89858e646.spold;treatment of waste plastic plaster, collection for final disposal;CH;waste plastic plaster
10d4af0f-042c-4f9f-8d7f-a2e5991f6a64_664d801c-b167-427e-93c4-dbae3b604f83.spold;heat and power co-generation unit construction, 50kW electrical, components for heat only;RoW;heat and power co-generation unit, 50kW electrical, components for heat only
10d4b5e6-d8a0-4d95-a103-182b5ede148f_68db7412-ba35-488b-8a45-9a9f48448522.spold;nitric acid production, product in 50% solution state;RU;nitric acid, without water, in 50% solution state
10d4b5e6-d8a0-4d95-a103-182b5ede148f_bd20be8e-9b7a-4391-980f-4ecf8f2867be.spold;nitric acid production, product in 50% solution state;RU;steam, in chemical industry
